Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Fatturato - VCB];Importo (no omaggi) - Fatturato - VCB;Amount (No Freebies) - Turnover - VCB;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Quantità - Fatturato - VCB - YTD];Quantità - Fatturato - VCB - YTD;Quantity - Turnover - VCB - YTD;;;;;;;;;
Table;DisplayFolder;Consuntivo vs Budget[Scostamenti progressivo anno (YTD)];;Year-To-Date Deviations (YTD);;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Fatturato - VCB - YTD];Importo (no omaggi) - Fatturato - VCB - YTD;Amount (No Gifts) - Turnover - VCB - YTD;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Quantità - Fatturato - VCB%];Quantità - Fatturato - VCB%;Quantity - Turnover - VCB%;;;;;;;;;
Table;DisplayFolder;Consuntivo vs Budget[Scostamenti % correnti];;Current % Deviations;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Fatturato - VCB%];Importo (no omaggi) - Fatturato - VCB%;Amount (No Freebies) - Turnover - VCB%;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Quantità - Fatturato - VCB% - YTD];Quantità - Fatturato - VCB% - YTD;Quantity - Turnover - VCB% - YTD;;;;;;;;;
Table;DisplayFolder;Consuntivo vs Budget[Scostamenti % progressivo anno (YTD)];;Year-To-Date % Deviations (YTD);;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Fatturato - VCB% - YTD];Importo (no omaggi) - Fatturato - VCB% - YTD;Amount (No Freebies) - Turnover - VCB% - YTD;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Ordinato - VCB];Importo (no omaggi) - Ordinato - VCB;Amount (No Freebies) - Ordered - VCB;;;;;;;;;
Table;DisplayFolder;Consuntivo vs Budget[Ordinato - Scostamenti correnti];;Ordered - Current Deviations;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Quantità - Ordinato - VCB];Quantità - Ordinato - VCB;Quantity - Ordered - VCB;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Importo (no omaggi) - Ordinato - VCB%];Importo (no omaggi) - Ordinato - VCB%;Amount (No Freebies) - Ordered - VCB%;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Xls - Ordinato - VCB];Xls - Ordinato - VCB;Xls - Ordered - VCB;;;;;;;;;
Measure;Caption;Consuntivo vs Budget[Xls - Ordinato - VCB%];Xls - Ordinato - VCB%;Xls - Ordered - VCB%;;;;;;;;;
Table;Caption;Clienti e luoghi di spedizione;Clienti e luoghi di spedizione;Customers And Shipping Locations;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione];Cliente spedizione;Customer Shipping;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione];Luogo spedizione;Shipping Location;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Ditta];Cliente spedizione - Ditta;Shipping Client - Company;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice];Cliente spedizione - Codice;Shipping Customer - Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione];Cliente spedizione - Descrizione;Shipping Customer - Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - CAP];Cliente spedizione - CAP;Shipping Customer - Zip Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Località];Cliente spedizione - Località;Shipping Customer - Location;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice provincia];Cliente spedizione - Codice provincia;Shipping Customer - Province Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione provincia];Cliente spedizione - Descrizione provincia;Shipping Customer - Province Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice regione];Cliente spedizione - Codice regione;Shipping Customer - Region Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione regione];Cliente spedizione - Descrizione regione;Shipping Customer - Region Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice stato];Cliente spedizione - Codice stato;Shipping Customer - Status Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione stato];Cliente spedizione - Descrizione stato;Shipping Client - Status Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice zona (A)];Cliente spedizione - Codice zona (A);Shipping Customer - Zone Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione zona (A)];Cliente spedizione - Descrizione zona (A);Shipping Client - Zone Description (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice classe contabile (A)];Cliente spedizione - Codice classe contabile (A);Shipment Customer - Account Class Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione classe contabile (A)];Cliente spedizione - Descrizione classe contabile (A);Shipment Customer - Account Class Description (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Classe contabile (A)];Cliente spedizione - Classe contabile (A);Shipment Customer - Account Class (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice classe affidamento (A)];Cliente spedizione - Codice classe affidamento (A);Shipping Customer - Assignment Class Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione classe affidamento (A)];Cliente spedizione - Descrizione classe affidamento (A);Shipment Customer - Assignment Class Description (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Classe affidamento (A)];Cliente spedizione - Classe affidamento (A);Shipping Client - Assignment Class (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice categoria (A)];Cliente spedizione - Codice categoria (A);Shipping Customer - Class (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione categoria (A)];Cliente spedizione - Descrizione categoria (A);Shipping Customer - Category Description (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Categoria (A)];Cliente spedizione - Categoria (A);Shipping Customer - Category (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice tipologia commerciale (A)];Cliente spedizione - Codice tipologia commerciale (A);Shipping Customer - Commercial Type Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione tipologia commerciale (A)];Cliente spedizione - Descrizione tipologia commerciale (A);Shipping Customer - Description Of The Type Of Trade (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Tipologia commerciale (A)];Cliente spedizione - Tipologia commerciale (A);Shipping Customer - Commercial Type (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Data inizio validità];Cliente spedizione - Data inizio validità;Shipping Client - Validity Start Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Data fine validità];Cliente spedizione - Data fine validità;Shipping Customer - End Of Validity Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Valido in data estrazione];Cliente spedizione - Valido in data estrazione;Shipment Customer - Valid On Draw Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Zona (A)];Cliente spedizione - Zona (A);Shipping Client - Zone (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Codice];Luogo spedizione - Codice;Shipping Location - Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - CAP];Luogo spedizione - CAP;Shipping Location - Postal Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Località];Luogo spedizione - Località;Shipping Location - Location;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Codice provincia];Luogo spedizione - Codice provincia;Shipping Location - Province Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Codice stato];Luogo spedizione - Codice stato;Shipping Location - Status Code;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Data inizio validità];Luogo spedizione - Data inizio validità;Shipping Location - Effective Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Data fine validità];Luogo spedizione - Data fine validità;Shipping Location - End Of Validity Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Valido in data estrazione];Luogo spedizione - Valido in data estrazione;Shipping Location - Valid On Draw Date;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Descrizione provincia];Luogo spedizione - Descrizione provincia;Shipping Location - Province Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Descrizione regione];Luogo spedizione - Descrizione regione;Expedition Location - Region Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Descrizione stato];Luogo spedizione - Descrizione stato;Shipping Location - Status Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Posizione (comune; provincia; regione; stato)];Cliente spedizione - Posizione (comune; provincia; regione; stato);Shipping Client - Location (Municipality; Province; Region; State)
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Posizione (provincia; regione; stato)];Cliente spedizione - Posizione (provincia; regione; stato);Shipping Client - Location (Province; Region; State);;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Posizione (regione; stato)];Cliente spedizione - Posizione (regione; stato);Shipping Client - Location (Region; State);;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Posizione (stato)];Cliente spedizione - Posizione (stato);Shipping Client - Location (Status);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Posizione (comune; provincia; regione; stato)];Luogo spedizione - Posizione (comune; provincia; regione; stato);Shipment Location - Location (Municipality; Province; Region; State)
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Posizione (provincia; regione; stato)];Luogo spedizione - Posizione (provincia; regione; stato);Shipping Location - Location (Province; Region; State);;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Posizione (regione; stato)];Luogo spedizione - Posizione (regione; stato);Shipping Location - Location (Region; State);;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Posizione (stato)];Luogo spedizione - Posizione (stato);Shipping Location - Location (State);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Luogo spedizione - Descrizione];Luogo spedizione - Descrizione;Shipping Location - Description;;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Importo classe affidamento (A)];Cliente spedizione - Importo classe affidamento (A);Shipping Customer - Assignment Class Amount (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Valuta importo classe affidamento (A)];Cliente spedizione - Valuta importo classe affidamento (A);Shipment Customer - Trust Class Amount Currency (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice capogruppo (A)];Cliente spedizione - Codice capogruppo (A);Shipping Customer - Parent Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione capogruppo (A)];Cliente spedizione - Descrizione capogruppo (A);Shipment Customer - Parent Description (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Capogruppo (A)];Cliente spedizione - Capogruppo (A);Dispatch Client - Parent Company (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Codice listino prioritario (A)];Cliente spedizione - Codice listino prioritario (A);Shipping Customer - Priority Price List Code (A);;;;;;;;;
Column;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Descrizione listino prioritario (A)];Cliente spedizione - Descrizione listino prioritario (A);Shipping Customer - Priority Price List Description (A);;;;;;;;;
Hierarchy;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Gerarchia territoriale];Cliente spedizione - Gerarchia territoriale;Shipping Client - Territorial Hierarchy;;;;;;;;;
Level;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Gerarchia territoriale]Cliente spedizione - Posizione (stato);Cliente spedizione - Posizione (stato);Shipping Client - Location (Status);;;;;;;;;
Level;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Gerarchia territoriale]Cliente spedizione - Posizione (regione; stato);Cliente spedizione - Posizione (regione; stato);Shipping Client - Location (Region; State);;;;;;
Level;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Gerarchia territoriale]Cliente spedizione - Posizione (provincia; regione; stato);Cliente spedizione - Posizione (provincia; regione; stato);Shipping Client - Location (Province; Region; State);;;
Level;Caption;Clienti e luoghi di spedizione[Cliente spedizione - Gerarchia territoriale]Cliente spedizione - Posizione (comune; provincia; regione; stato);Cliente spedizione - Posizione (comune; provincia; regione; stato);Shipping Client - Location (Municipality; Province; Region; State)
Table;Caption;Commesse;Commesse;Committed;;;;;;;;;
Column;Caption;Commesse[Commessa];Commessa;Saleswoman;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice];Commessa - Codice;Job Order - Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione];Commessa - Descrizione;Job Order - Description;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice raggruppamento 1];Commessa - Codice raggruppamento 1;Job - Group Code 1;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice raggruppamento 2];Commessa - Codice raggruppamento 2;Job - Group Code 2;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice raggruppamento 3];Commessa - Codice raggruppamento 3;Job - Group Code 3;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione raggruppamento 1];Commessa - Descrizione raggruppamento 1;Job - Group Description 1;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione raggruppamento 2];Commessa - Descrizione raggruppamento 2;Job - Group Description 2;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione raggruppamento 3];Commessa - Descrizione raggruppamento 3;Job - Group Description 3;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice cliente];Commessa - Codice cliente;Job - Customer Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice centro imputazione];Commessa - Codice centro imputazione;Job - Imputation Center Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione centro imputazione];Commessa - Descrizione centro imputazione;Job Contract - Imputation Center Description;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice divisione];Commessa - Codice divisione;Job - Division Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione divisione];Commessa - Descrizione divisione;Job Order - Division Description;;;;;;;;;
Column;Caption;Commesse[Commessa - Data apertura];Commessa - Data apertura;Job Order - Opening Date;;;;;;;;;
Column;Caption;Commesse[Commessa - Data chiusura];Commessa - Data chiusura;Job Order - Closing Date;;;;;;;;;
Column;Caption;Commesse[Commessa - Data fine prevista];Commessa - Data fine prevista;Job - Expected End Date;;;;;;;;;
Column;Caption;Commesse[Commessa - Data inizio];Commessa - Data inizio;Job - Start Date;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice responsabile];Commessa - Codice responsabile;Job Owner - Responsible Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione responsabile];Commessa - Descrizione responsabile;Job Order - Responsible Description;;;;;;;;;
Column;Caption;Commesse[Commessa - Codice CdA assegnato];Commessa - Codice CdA assegnato;Job Order - Assigned Board Of Directors Code;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione CdA assegnato];Commessa - Descrizione CdA assegnato;Job Order - Description Of The Board Of Directors Assigned;;;;;;;;;
Column;Caption;Commesse[Commessa - Raggruppamento 1];Commessa - Raggruppamento 1;Job - Group 1;;;;;;;;;
Column;Caption;Commesse[Commessa - Raggruppamento 2];Commessa - Raggruppamento 2;Job - Group 2;;;;;;;;;
Column;Caption;Commesse[Commessa - Descrizione cliente];Commessa - Descrizione cliente;Job - Customer Description;;;;;;;;;
Column;Caption;Commesse[Commessa - Cliente];Commessa - Cliente;Job - Customer;;;;;;;;;
Column;Caption;Commesse[Commessa - Centro imputazione];Commessa - Centro imputazione;Job Contract - Imputation Center;;;;;;;;;
Column;Caption;Commesse[Commessa - Divisione];Commessa - Divisione;Job Orders - Division;;;;;;;;;
Column;Caption;Commesse[Commessa - Raggruppamento 3];Commessa - Raggruppamento 3;Job - Group 3;;;;;;;;;
Column;Caption;Commesse[Commessa - Responsabile];Commessa - Responsabile;Saleswoman - Responsible;;;;;;;;;
Column;Caption;Commesse[Commessa - CdA assegnato];Commessa - CdA assegnato;Job Order - Board Of Directors Assigned;;;;;;;;;
Column;Caption;Commesse[Commessa - Stato];Commessa - Stato;Job Order - State;;;;;;;;;
Table;Caption;Unità di misura;Unità di misura;Units Of Measurement;;;;;;;;;
Column;Caption;Unità di misura[Unità di misura - UdM base];Unità di misura - UdM base;Unit Of Measurement - Basic Udm;;;;;;;;;
Column;Caption;Unità di misura[Unità di misura - Descrizione UdM base];Unità di misura - Descrizione UdM base;Unit Of Measurement - Basic Udm Description;;;;;;;;;
Column;Caption;Unità di misura[Unità di misura - Codice UdM base];Unità di misura - Codice UdM base;Unit Of Measurement - Basic Udm Code;;;;;;;;;
Column;Caption;Unità di misura[Unità di misura - Descrizione];Unità di misura - Descrizione;Units Of Measurement - Description;;;;;;;;;
Column;Caption;Unità di misura[Unità di misura - Codice];Unità di misura - Codice;Unit Of Measure - Code;;;;;;;;;
Table;Caption;Classi contabili;Classi contabili;Accounting Classes;;;;;;;;;
Column;Caption;Classi contabili[Classe contabile];Classe contabile;Accounting Class;;;;;;;;;
Column;Caption;Classi contabili[Classe contabile - Codice];Classe contabile - Codice;Accounting Class - Code;;;;;;;;;
Column;Caption;Classi contabili[Classe contabile - Descrizione];Classe contabile - Descrizione;Accounting Class - Description;;;;;;;;;
Table;Caption;Tipi movimento;Tipi movimento;Motion Types;;;;;;;;;
Column;Caption;Tipi movimento[Tipo movimento];Tipo movimento;Motion Type;;;;;;;;;
Column;Caption;Tipi movimento[Tipo movimento - Descrizione];Tipo movimento - Descrizione;Movement Type - Description;;;;;;;;;
Column;Caption;Tipi movimento[Tipo movimento - Macro ambito];Tipo movimento - Macro ambito;Motion Type - Scope Macro;;;;;;;;;
Column;Caption;Tipi movimento[Tipo movimento - Ambito];Tipo movimento - Ambito;Motion Type - Scope;;;;;;;;;
Column;Caption;Tipi movimento[Tipo movimento - Fattura accompagnatoria (Sì/No)];Tipo movimento - Fattura accompagnatoria (Sì/No);Transaction Type - Accompanying Invoice (Yes/No);;;;;;;;;
Column;Caption;Tipi movimento[Flag rilevanza spedito];Flag rilevanza spedito;Relevance Flag Shipped;;;;;;;;;
